상품명,가격
건대입구역근처 헬스장이용권 양도,"50,000원"
휘트니스피플 우먼 건대점 헬스 이용권 양도,"100,000원"
건대 맥스토탈 헬스장 양도,"100,000원"
해빗피트니스 헬스장 다니실분구합니다,"100,000원"
Kinetica 흰색 헬스 벨트,나눔
헬스장 3개월 양도,"60,000원"
판매완료,건대 맥스토탈 헬스장 6개월 회원권
건대 맥스토탈 헬스장 6개월 회원권,"220,000원"
판매완료,어린이대공원역앞 헬스장 1달 양도
어린이대공원역앞 헬스장 1달 양도,"40,000원"
헬스 의자,나눔
잠백이 헬스 부스터 세트,"20,000원"
에이블짐 헬스장 양도,"280,000원"
하빈저 폼코어 헬스 벨트 블랙 L,나눔
제이피트 헬스장 이용권 양도,"100,000원"
건대 헬스장 몸가짐 양도❤ 4개월,"80,000원"
"ATB 압구정/신사 수영장,헬스장 티켓","12,000원"
건대 24시간 헬스장 어게인짐 양도,"270,000원"
판매완료,건대입구역 헬스장 회원권 양도(약10개월)
건대입구역 헬스장 회원권 양도(약10개월),"250,000원"
판매완료,건대 맥스토탈 헬스장 회원권 판매합니다
건대 맥스토탈 헬스장 회원권 판매합니다,"210,000원"
NH헬스케어 스트레칭 로프,나눔
·,샤인휘트니스 어린이대공원점 헬스장 회원권 양도합니다.
샤인휘트니스 어린이대공원점 헬스장 회원권 양도합니다.,"100,000원"
아차산 휘트니스트리 헬스장 피티권 30회 양도,"1,500,000원"
하빈저 헬스 벨트 퍼플 XS - 여자용🏋️🏋️‍♀️🏋️‍♂️,"5,000원"
카리모어 여성용 헬스 등산 장갑 핑크 M,"11,000원"
·,에이블짐 어린이대공원역점 헬스 이용권 양도
에이블짐 어린이대공원역점 헬스 이용권 양도,"100,000원"
이스트짐 군자점 헬스장 이용권 양도,"250,000원"
휘트니스피플 우먼 군자역점 헬스장 양도,"70,000원"
암사 라이크짐 헬스 PT 양도 합니다,"200,000원"
하빈저 헬스 벨트 XS,"10,000원"
헬스 스트랩,"3,000원"
어반기어 헬스 손목 보호대 옐로우 카모 새상품,"4,000원"
3S SCALE 헬스 웨이트 벤치,"25,000원"
헬스장 회원권 양도합니다,"190,000원"
헬스장 양도,"200,000원"
판매완료,에이블짐 어린이대공원점 헬스장 이용권(6월까지)
에이블짐 어린이대공원점 헬스장 이용권(6월까지),"150,000원"
판매완료,(나눔) 실내 자전거 헬스자전거
(나눔) 실내 자전거 헬스자전거,나눔
판매완료,헬스장 폐업으로 락커 무료나눔!
헬스용품 가져가실분 찾아요~,나눔
헬스모닝 912 롤러 맛사자기,"150,000원"
판매완료,헬스기구(스텝퍼) 나눔🏋️
헬스기구(스텝퍼) 나눔🏋️,나눔
연세헬스케어 닥터톡스 80ml,나눔
머슬H 휘트니스 군자점 헬스 이용권,"200,000원"
"세종대 후문 옆(군자동), 헬스장 양도합니다 (300일)","200,000원"
홈트 헬스 벤치+덤벨 세트,나눔
코엑스짐 군자역 26일권 헬스장 양도해요,"30,000원"
헬스 벤치 팝니다,"30,000원"
최저가 군자 코엑스짐 헬스 203일[6개월 23일남음)양도합니다,"135,000원"
필라테스 양도 28회 헬스장 무료,"240,000원"
헬스장 이용권 양도 합니다 (11개월 남음),"255,000원"
머슬H 휘트니스 헬스장 양도,"100,000원"
군자역 코엑스짐 헬스장 194일 양도권 판매합니다,"140,000원"
군자 코엑스짐 헬스이용권 양도 10월3일까지,"85,000원"
판매완료,군자동 시티짐 헬스 7개월 5만원에 양도합니다
군자동 시티짐 헬스 7개월 5만원에 양도합니다,"50,000원"
여성전용 헬스장 2개월 양도,"70,000원"
군자역 24시 헬스장 이너라인짐 13개월 양도합니다.,"333,000원"
군자역 이스트짐 약 10개월 헬스권(운동복 포함) 양도합니다,"285,000원"
판매완료,에이블짐 어린이대공원역점 헬스회원권 12개월
에이블짐 어린이대공원역점 헬스회원권 12개월,"180,000원"
상태 좋은 운동화 헬스화 240,"8,000원"
필라베이 20회 양도합니다 (헬스장이용포함),"150,000원"
헬스장 운동화,"5,000원"
코엑스짐 군자역 헬스권 양도,"150,000원"
판매완료,샤인휘트니스 헬스장 회원권
샤인휘트니스 헬스장 회원권,"183,000원"
"헬스,헬창 모자","20,000원"
군자역 스피닝+헬스 2.5개월 양도,"250,000원"
판매완료,에이블짐 어린이대공원점 헬스 회원권 289일
에이블짐 어린이대공원점 헬스 회원권 289일,"140,000원"
헬스가방 70L 판매해요^^,"2,000원"
판매완료,답십리 스포애니 헬스 10개월 회원권 양도해 봅니다
답십리 스포애니 헬스 10개월 회원권 양도해 봅니다,"275,000원"
판매완료,헬스보이짐 건대점 회원권 양도
헬스보이짐 건대점 회원권 양도,"450,000원"
[헬스 스트랩] 베르사그립 XTREME,"100,000원"
판매완료,에이블짐 헬스장 PT 회당 5만원에 양도합니다
에이블짐 헬스장 PT 회당 5만원에 양도합니다,"50,000원"
헬스포츠 시커 김레 4+ 25년 신모델 텐트,"1,600,000원"
"하빈져 헬스 벨트, 스트랩","10,000원"
제로투히어로 헬스 대용량 백팩,"65,000원"
헬스기구 팝니다,"600,000원"
헬스 상의 블록코어 상의 새제품,"20,000원"
판매완료,스포애니 헬스장 회원권 싸게 양도합니다
스포애니 헬스장 회원권 싸게 양도합니다,"170,000원"
아이언 빅 웨이트 복압벨트 & 헬스 스트랩,"40,000원"
헬스장이나 요가 사은품용 탄력밴드 일괄,"30,000원"
콕스타 럭셔스 헬스 저당 밥솥 5~6인용,"45,000원"
중곡 머슬킹 휘트니스 헬스장 이용권(약 7개월권) 운동복 락커 샤워 수건 다포함,"170,000원"
판매완료,군자역 24시간 헬스장 회원권 양도합니다
군자역 24시간 헬스장 회원권 양도합니다,"240,000원"
판매완료,헬스 선반 아령 덤벨 나눔합니다
헬스 선반 아령 덤벨 나눔합니다,나눔
판매완료,스포애니 군자역점Pro 헬스 회원권 340일
스포애니 군자역점Pro 헬스 회원권 340일,"350,000원"
증곡동 엠크루짐 헬스장 3개월권,"60,000원"
새제품 움파 메쉬 더플백 운동가방 헬스 수영,"15,000원"
탄성매트 헬스장바닥 팝니다,"5,000원"
중곡동 블랙스짐 헬스장 이용권 양도(123일 4개월)),"150,000원"
샤인휘트니스 헬스장 이용권 3개월 양도,"70,000원"
판매완료,코엑스짐 군자점 헬스 연간회원권(잔여 290일)
코엑스짐 군자점 헬스 연간회원권(잔여 290일),"150,000원"
헬스장 3개월+개인락카룸 양도,"100,000원"
군자역 헬스장 이너라인짐 이용권 양도합니다,"270,000원"
군자역 헬스장 90일 이용권(양도비포함),"70,000원"
판매완료,스포애니 군자역점 헬스 회원권 양도합니다
스포애니 군자역점 헬스 회원권 양도합니다,"220,000원"
슈퍼비스트 팔꿈치 보호대 헬스 엘보 양팔 2개 1세트,"10,000원"
헬스장 이용권 양도(중곡동),"170,000원"
언더아머 핼스장갑 판매합니다,"10,000원"
헬스용 벤치 피트니스 홈짐,"41,000원"
크림소다랩 헬스가방 //새상품,"35,000원"
아이언맥스 헬파이어(미개봉) 다이어트 체지방 컷팅제 헬스 부스터 팝니다,"30,000원"
"[군자역] 이너라인 GYM 헬스 이용권 양도합니다. (이용기한 ~25/3/4, 운동복O, 개인락커X )","290,000원"
판매완료,스포애니 헬스 회원권 (8/16까지)
스포애니 헬스 회원권 (8/16까지),"110,000원"
바디퍼포먼스짐 군자 헬스장 100일,"150,000원"
나이키 크롭 티 러닝 헬스,"10,000원"
멜킨 헬스 장갑,"5,000원"
판매완료,멜킨 올인원 그립 헬스 스트랩 리프팅 퀵그립
멜킨 올인원 그립 헬스 스트랩 리프팅 퀵그립,"13,000원"
아디다스 명품 콜라보 운동복 요가 헬스 러닝 / 반값에드려요,"10,000원"
여성 라인 반팔 운동복 헬스 요가복,"8,000원"
밸롭 썬더R2 러닝화 245,"40,000원"
팔뚝 땀복,"2,500원"
나이키 운동화 조깅화 240,"29,000원"
ROVERA 실내운동용 자전거(indoor exercise bicycle),나눔
삼성 갤럭시 워치5 44mm 블랙,"60,000원"
스포애니 군자역점 양도,"110,000원"
ATB 압구정점 쿠폰(구 신구스포츠센터),"10,000원"
갤럭시 워치4 44,"30,000원"
CM케틀벨 16kg 팝니다,"20,000원"
스피닝 바이크 팝니다.,"20,000원"
판매완료,바벨 원판 세트
바벨 원판 세트,"30,000원"
엠크루짐 3개월 2주 양도,"90,000원"
판매완료,스포애니 군자 회원권(잔여 약 128일)
스포애니 군자 회원권(잔여 약 128일),"80,000원"
판매완료,스포애니 군자점 3개월 이상 남은 회원권+락커룸 급처
스포애니 군자점 3개월 이상 남은 회원권+락커룸 급처,"180,000원"
애플 정품 이어팟 라이트닝,"10,000원"
어메이즈핏 T-rex 스마트워치 판매합니다,"50,000원"
스포애니 군자점 프로 127일 양도합니다.,"90,000원"
삼성 갤럭시 워치8 풀박스,"200,000원"
닌텐도스위치 링피트어드벤처 풀세트,"38,000원"
이지라이드 올터레인 500w 팔아요,"1,600,000원"
휘트니스피플 우먼 군자역점 양도합니다,"200,000원"
2키로 육각 덤벨 2개,"5,000원"
나이키 메트콘9 260,"60,000원"
10kg 덤벨 한 쌍,"15,000원"
(거의새거)브룩스 글리세린 21 블랙 러닝화 (와이드형) 240,"95,000원"
식스디 프로틴 단백질파우더 녹차맛 2kg,"40,000원"
판매완료,빌드업 피트니스 성수역점 6개월(+회원복 포함)
빌드업 피트니스 성수역점 6개월(+회원복 포함),"180,000원"
푸마 트레이닝 백,"12,000원"
TRUTH FIT 리프팅 헬스 벨트 M (110cm),"47,000원"
Sportler 헬스 자전거,"30,000원"
MYGYM 헬스 웨이트 리프팅 벨트 L,"10,000원"
자전거안장 가정용 헬스장용 안장,"15,000원"
탑헬스 순면 황토 비강 찜질팩 새상품,"10,000원"
헬스용자전거,나눔
스포애니 군자역점 헬스 이용권 양도,"150,000원"
헬스장 몸가짐 휘트니스&필라테스 양도,"95,000원"
증곡동 엠크루짐 헬스장 양도합니다,"150,000원"
PT & 헬스장 이용권 양도 (중곡역 머슬킹헬스장),"400,000원"
새제품 헬스벨트 리프팅벨트 레버벨트,"33,000원"
군자역 스포애니 헬스장 양도(약 1년+운동복),"320,000원"
중곡동 엠크루짐 헬스장 이용권 팔아요,"150,000원"
아차산역 휴먼짐 24시간 헬스장 2개월 이용권 양도,"67,000원"
군자 코엑스짐 PT 8회+헬스 52일 양도합니다,"300,000원"
중곡역 헬스장 머슬킹토탈 휘트니스양도합니다,"250,000원"
군자코엑스짐 운동복 포함 헬스 7개월 양도합니다~!,"230,000원"
토니바디w우먼 여성헬스장 3개월 양도,"130,000원"
군자역 스포애니 헬스장 양도 (~26.2.25),"220,000원"
판매완료,중곡동 블랙스짐 헬스 회원권 양도
중곡동 블랙스짐 헬스 회원권 양도,"200,000원"
아차산역 휴먼짐 24시간 헬스장+사물함+운동복 111일 이용권 양도 (내년부터 이용가능),"95,000원"
카인드짐 강동점 스쿼시 + 헬스 양도합니다.,"350,000원"
언더아머 헬스가방 더플백 새거,"33,000원"
은성헬스빌 꺼꾸리 저렴하게 판매 사용감없어요(헬스기구 5단각도조절형,"70,000원"
헬스장 바닥용 고무블럭,"1,000원"
휘트니스 피플 우먼 군자점 헬스장 4달,"110,000원"
스포애니 아차산점Ex 헬스양도권,"190,000원"
헬스헬퍼 맥스컷 다이어트 부스터3.1,"30,000원"
헬스헬퍼 맥스컷 다이어트 부스터3.1,"37,000원"
(주) 누가 헬스케어 허리보호대 .2개일괄,"20,000원"
나이키 더플백 41L 헬스가방 축구가방,"16,000원"
연세헬스케어 프로바이오틱스,"22,000원"
언더아머 헬스장갑,"10,000원"
헬스 자전거 실내 싸이클,1원
헬스보이짐 건대스타시티점 PT/필라테스 1:1 양도합니다,"42,000원"
새상품급 남성 헬스가방 2way 백팩 크로스백 운동 여행가방,"35,000원"
애넌 헬스 크로스핏 그립 손바닥보호대,"20,000원"
퍼슨 헬스케어 칼라민 로션 100ml,"2,000원"
"10회 이하 사용, 신발 수납 가능 헬스용 가방, 같이 사면 할인","7,000원"
새상품 가죽 쿠션패드 스트랩 헬스 리프팅스트랩,"7,000원"
캐치볼 오리지널 플러스 피크닉 스니커즈 / 250,"20,000원"
나이키 메트콘8 245 크로스핏 운동화,"74,000원"
미니 바구니,나눔
판매완료,엑스 바이크 사이클 무료나눔
엑스 바이크 사이클 무료나눔,나눔
접이식 벤치 팝니다,나눔
판매완료,다이소 식물원 탠저린 비타 3종 세트
다이소 식물원 탠저린 비타 3종 세트,나눔
가정용런닝머신 팝니다,"100,000원"
새상품)마이나믹 무릎보호대,"20,000원"
새제품)무릎 보호대,"20,000원"
이고진스머스머신(멀티짐),"200,000원"
판매완료,군자역 바디퍼포먼스짐 회원권 290일(9개월 20일) 양도
군자역 바디퍼포먼스짐 회원권 290일(9개월 20일) 양도,"200,000원"
스포애니 군자역저 양도,"120,000원"
로우락 싯업보드 벤치 윗몸일으키기 복근운동기구 RS-900,"20,000원"
덤벨 8kg 5kg 3kg 이외 기타,"30,000원"
코엑스짐 군자점 4개월양도,"80,000원"
이노이 프리미엄 딥스바,"36,000원"
코엑스짐 (중곡점) 155일 양도합니다 🤗,"100,000원"
아디다스 런팔콘 285 hq3790,"25,000원"
Seonsi 스텝 클라이머 가정용 헬스기구,"70,000원"
[1회착용💛] 해즈소울 셔링 집업 S 블랙 운동복 헬스 필라테스,"40,000원"
판매완료,헬스자전거 무료나눔
헬스자전거 무료나눔,나눔
🔥4개월 남은 헬스장 이용권 양도합니다,"90,000원"
헬스장 5개월 양도합니다 (5월1일~9월30일),"120,000원"
판매완료,코엑스짐 헬스 회원권 및 운동복 이용권 판매
코엑스짐 헬스 회원권 및 운동복 이용권 판매,"100,000원"
km휘트니스 헬스장 6개월 양도,"90,000원"
머슬킹 토탈 헬스 알뜰이용권 양도(+사물함)9개월,"210,000원"
판매완료,엠크루짐 헬스장 회원권 양도 (25.2.22까지)
엠크루짐 헬스장 회원권 양도 (25.2.22까지),"215,000원"
헬스장 5개월 양도합니다(5월 1일~9월 30일),"120,000원"
판매완료,📍중곡 마스터짐 📍헬스장 3개월 회원권 양도 (8/30까지 이용가능)
📍중곡 마스터짐 📍헬스장 3개월 회원권 양도 (8/30까지 이용가능),"100,000원"
헬스장 매트 새거 팝니다.,"6,000원"
머슬킹 헬스장 중곡동 7개월양도,"240,000원"
KM헬스사우나(광명사우나) 이용권 1매,"8,000원"
"중곡스포렉스 자유이용권 (수영,헬스)","7,000원"
반석스포츠 헬스매트 새상품,"5,000원"
LG 그램 15인치 15ZB995-GP50ML,"400,000원"
삼성 갤럭시 워치4 40mm 화이트,"35,000원"
갤럭시 워치5 44mm,"60,000원"
아디다스 스텝박스 벤치(24일에 내림),"170,000원"
실내 자장거,"100,000원"
나이키 정품 240,"40,000원"
헬스장양도 중곡역엠크루짐,"400,000원"
배런스파워 롤러킹 복근/허리운동기구,"35,000원"
·,원더바디핏 / 구의동 PT 양도
원더바디핏 / 구의동 PT 양도,"1,100,000원"
휠라 운동화 거의새거 270,500원
가정용 로잉머신 팝니다.,"90,000원"
에버라스트 웨이트 조끼40파운드(18kg),"57,000원"
스타벅스 텀블러 새상품 판매합니다.,"9,000원"
나이키 런닝화 레볼루션5 240,"20,000원"
푸마 블랙 스니커즈,"8,000원"
반스 230,"5,000원"
스파인코렉터,"7,000원"
반스 올드스쿨 VN000D3HY28 (270),"25,000원"
제일헬스 난백실크 알부민 15ml x 30포,"40,000원"
"고탄력 무릎 관절 보호대(등산,러닝,헬스)","8,000원"
온누리헬스케어 인퓨저 물통,"1,000원"
제로투히어로 프로 헬스 리프팅 스트랩 S 블랙,"15,000원"
중곡동 토니바디W 헬스장 10개월 양도(락커 포함),"340,000원"
